id,seg_id_nat,year,month,n,experiment,ANN,RGCN,RGCN_ptrn,RNN
a311,2033,2009,8,1,d100,3.545511246,2.817775726,1.963209152,1.39017868
a312,2034,2009,8,1,d100,2.151612778,3.413192291,1.744990845,1.593286057
a313,2036,2009,8,1,d100,1.351448746,2.290320129,0.971972198,1.82064888
a314,2037,2009,8,31,d100,0.956889983,0.566219757,0.677340223,1.334589812
a315,2044,2009,8,1,d100,1.030499878,2.076722565,1.608298721,3.11432785
a316,2046,2009,8,31,d100,2.0216969,1.189224812,1.162740903,1.064625965
a317,2007,2010,6,30,d100,1.076877179,1.076316659,1.109565387,1.405948622
a318,2012,2010,6,28,d100,1.006053751,0.576428444,0.455038882,1.568766749
a319,2013,2010,6,27,d100,1.035471485,1.04616412,0.530215806,0.668536439
a320,2014,2010,6,29,d100,1.524478417,0.794470914,0.945986736,1.335238675
a321,2019,2010,6,1,d100,0.108848572,0.456892014,0.541759491,0.555391312
a322,2020,2010,6,1,d100,3.804103241,2.620601044,2.082482681,2.927491531
a323,2021,2010,6,1,d100,1.375960922,1.083089447,2.510303116,0.36317215
a324,2023,2010,6,1,d100,2.716621017,3.650880432,1.230176544,1.142915344
a325,2027,2010,6,1,d100,0.651600494,0.91306366,2.107825623,1.376712189
a326,2030,2010,6,1,d100,2.762299271,1.967808456,1.06154892,1.427069397
a327,2031,2010,6,1,d100,2.938311691,1.782900925,1.349423523,0.426091309
a328,2033,2010,6,1,d100,2.590008926,1.778292847,1.186644745,0.331116486
a329,2034,2010,6,1,d100,2.216743393,3.035959167,0.37135498,0.478725357
a330,2036,2010,6,1,d100,1.919443283,2.381616745,0.660545502,1.715185318
a331,2037,2010,6,30,d100,0.725781851,0.426449747,0.788295861,1.099955227
a332,2044,2010,6,1,d100,2.722897568,2.802374878,1.490111389,3.373770752
a333,2046,2010,6,30,d100,1.955226182,1.73693663,1.391125402,1.566821072
a334,2007,2010,7,31,d100,1.847649079,1.49774872,1.340657554,2.288666252
a335,2012,2010,7,31,d100,0.715514797,0.67800392,0.835865946,1.605870339
a336,2013,2010,7,31,d100,1.43526804,1.390379021,0.554171086,0.6082432
a337,2014,2010,7,28,d100,0.73313363,0.53249487,0.807365815,1.290590977
a338,2020,2010,7,1,d100,2.729890213,2.796468124,2.584224091,1.439183578
a339,2021,2010,7,1,d100,0.169369125,0.258280182,0.458979034,0.324477768
a340,2023,2010,7,1,d100,1.641552353,3.375194931,1.755863571,0.267759705
a341,2027,2010,7,1,d100,1.408076706,0.547673645,2.210593643,4.076413574
a342,2030,2010,7,1,d100,0.877177505,1.297910004,0.673001556,0.695896835
a343,2031,2010,7,1,d100,0.686101685,0.567554245,0.747689972,2.449365845
a344,2033,2010,7,1,d100,1.440640945,1.490428467,1.351962585,1.394539337
a345,2034,2010,7,1,d100,0.488213882,2.161296234,0.576428757,1.059425964
a346,2036,2010,7,1,d100,1.024908371,2.676718063,1.019222565,1.20873291
a347,2037,2010,7,31,d100,0.967047657,0.676544638,1.027682636,1.142296117
a348,2044,2010,7,1,d100,1.633237991,2.140667114,2.203067932,2.362875137
a349,2046,2010,7,31,d100,3.02256555,2.238370935,1.446355382,1.509861169
a350,2007,2010,8,31,d100,3.397802761,3.579384995,3.238834759,3.785656185
a351,2012,2010,8,31,d100,0.918915655,0.728215266,0.863614556,1.568261884
a352,2013,2010,8,31,d100,1.347462743,1.036939063,0.549207509,0.496571806
a353,2014,2010,8,31,d100,0.909318882,0.524681358,0.676046363,1.019238356
a354,2019,2010,8,1,d100,0.470455933,0.215621185,0.712559891,0.443383026
a355,2021,2010,8,1,d100,0.59452858,0.082970047,0.907134628,0.432930374
a356,2030,2010,8,1,d100,1.783818359,1.447692032,0.928229446,2.072201843
a357,2033,2010,8,1,d100,2.269866714,1.245744476,0.781354675,0.336641083
a358,2036,2010,8,1,d100,0.387651138,0.856389694,0.102615051,1.297195129
a359,2037,2010,8,31,d100,0.738591301,0.466831891,0.87335659,1.075681529
a360,2046,2010,8,31,d100,2.485722109,1.470224956,1.088481729,1.277224564
a361,2007,2011,6,30,d100,1.674772367,2.051414236,1.971888888,2.569347771
a362,2012,2011,6,30,d100,1.186770732,0.67474594,0.398609482,1.903957196
a363,2013,2011,6,30,d100,0.763531564,0.768051838,0.429661149,0.494000525
a364,2014,2011,6,28,d100,1.627570315,0.870057655,0.940775344,1.671827404
a365,2030,2011,6,1,d100,1.693893814,1.551592255,0.511280441,0.517996216
a366,2033,2011,6,1,d100,1.378793106,1.464631424,1.281764374,1.749165192
a367,2036,2011,6,1,d100,0.070345993,1.470673676,1.637785797,0.547663574
a368,2037,2011,6,30,d100,0.629827096,0.471955202,0.662789356,1.450741948
a369,2046,2011,6,29,d100,1.596368632,1.352443082,1.508188086,1.283588109
a370,2007,2011,7,31,d100,4.643468182,4.697601648,4.804662466,5.060849309
a371,2012,2011,7,31,d100,0.892759909,0.829294148,0.911874831,1.662446268
a372,2013,2011,7,31,d100,1.403782279,1.285331023,0.473166383,0.784988179
a373,2014,2011,7,31,d100,1.103497763,0.61222102,0.869127811,1.159003933
a374,2019,2011,7,1,d100,0.032870102,0.244963837,0.098033142,0.45312767
a375,2020,2011,7,1,d100,3.104837265,2.55056366,2.371692505,2.720874634
a376,2021,2011,7,1,d100,0.773195877,0.464613571,1.173561707,0.067284241
a377,2023,2011,7,1,d100,2.077398834,3.202482758,1.787190018,1.229700623
a378,2027,2011,7,1,d100,0.439991074,0.253492279,1.975471573,2.107463913
a379,2030,2011,7,1,d100,0.836944656,0.800279694,0.113409119,0.07802002
a380,2031,2011,7,1,d100,1.491641159,0.846446152,1.068738098,0.917286758
a381,2033,2011,7,1,d100,2.400269852,1.746140823,0.989478455,0.085675583
a382,2034,2011,7,1,d100,1.112699432,2.288328094,0.576570435,0.15915863
a383,2036,2011,7,1,d100,1.703162155,2.556084595,1.214638672,1.869584045
a384,2037,2011,7,31,d100,1.254793816,0.812034119,0.963374178,1.071482128
a385,2044,2011,7,1,d100,0.360899124,0.004215393,0.168302689,0.814075317
a386,2046,2011,7,31,d100,3.151523654,2.506813424,1.472871191,1.909014174
a387,2007,2011,8,31,d100,3.985809886,4.480518121,4.235941028,4.599543233
a388,2012,2011,8,31,d100,1.22208605,1.243157752,1.169049975,1.702263379
a389,2013,2011,8,31,d100,1.470083509,1.075606373,0.792755391,0.685018816
a390,2014,2011,8,29,d100,0.725105516,0.792868344,0.540520661,0.971670897
a391,2030,2011,8,2,d100,0.209779865,1.464602877,1.620258767,0.814380282
a392,2033,2011,8,2,d100,0.427476296,1.856485187,2.030449332,2.140016099
a393,2036,2011,8,2,d100,2.235097648,0.519963683,1.368775052,1.145466281
a394,2037,2011,8,31,d100,1.105339856,0.856653218,0.992997901,1.133507277
a395,2046,2011,8,31,d100,2.420536732,1.732550864,1.546997472,1.370841117
a396,2007,2012,6,30,d100,2.539371318,2.157037298,2.253512531,2.413501115
a397,2012,2012,6,30,d100,0.796099212,0.544764802,0.61261487,1.438702023
a398,2013,2012,6,30,d100,1.155581264,0.976875484,0.663380356,0.736457497
a399,2014,2012,6,30,d100,1.102665377,0.703456812,0.750845486,1.236823576
a400,2019,2012,6,2,d100,0.288097292,0.063234898,0.37728643,0.890571252
a401,2021,2012,6,2,d100,0.314408365,0.202128134,1.126609351,0.096511861
a402,2030,2012,6,1,d100,0.976795425,0.016132584,0.108403931,0.116754303
a403,2033,2012,6,1,d100,1.123334198,0.067932816,0.528933258,0.233792038
a404,2036,2012,6,1,d100,1.97858551,2.06102684,2.173005371,1.512814789
a405,2037,2012,6,30,d100,0.81807797,0.395203413,0.687108372,0.986327174
a406,2046,2012,6,29,d100,1.707719111,1.838007567,1.710957014,1.628402899
a407,2007,2012,7,28,d100,3.009576028,2.721683721,2.503116946,2.55664339
a408,2012,2012,7,31,d100,0.962791693,1.055442715,1.231859414,1.866885659
a409,2013,2012,7,31,d100,1.392836974,1.353425882,0.567740385,0.800255956
a410,2014,2012,7,29,d100,0.823290274,0.608698498,0.79871813,1.146659635
a411,2019,2012,7,1,d100,1.746296692,1.072634506,1.516644287,1.929434586
a412,2020,2012,7,1,d100,1.537377014,2.293892517,1.136448517,1.794949188
a413,2021,2012,7,1,d100,0.114079285,0.054394531,0.347014618,0.117550659
a414,2023,2012,7,1,d100,0.880836487,2.236198425,0.506374359,0.546318054
a415,2027,2012,7,1,d100,1.913531494,0.74542923,3.7195961,3.798655701
a416,2030,2012,7,1,d100,0.189644241,1.364927673,0.87568512,0.605527496
a417,2031,2012,7,1,d100,1.01105217,0.425618134,0.934565582,2.405055084
a418,2033,2012,7,1,d100,0.779124374,0.983323212,0.618128662,1.883856659
a419,2034,2012,7,1,d100,0.539896622,1.050734863,1.05264534,1.958161011
a420,2036,2012,7,1,d100,0.80563942,2.132644806,0.196014557,1.442646179
a421,2037,2012,7,31,d100,0.985191247,0.555226459,0.901287219,0.800783407
a422,2044,2012,7,1,d100,0.733483353,1.312426605,0.847209015,1.142331161
a423,2046,2012,7,30,d100,2.741042075,2.268751784,1.399463736,1.676430411
a424,2007,2012,8,31,d100,3.14064338,3.350601608,3.090196268,3.176908537
a425,2012,2012,8,31,d100,0.563286159,0.469485553,0.636065972,1.198128355
a426,2013,2012,8,29,d100,1.389446968,1.029267934,0.439322123,0.521238871
a427,2014,2012,8,29,d100,0.573577101,0.334993529,0.510204846,0.717794882
a428,2019,2012,8,2,d100,0.475687666,0.402309859,0.306236847,0.645259138
a429,2021,2012,8,2,d100,0.212341083,0.357777497,0.900635166,0.125754174
a430,2027,2012,8,1,d100,1.144959641,0.376277161,2.8223526,2.136016083
a431,2030,2012,8,1,d100,0.106905136,0.057136383,1.787841644,0.062927094
a432,2033,2012,8,1,d100,0.941002579,0.109928818,0.870686798,1.571923523
a433,2036,2012,8,1,d100,1.224036026,0.040526581,1.027584839,0.065365601
a434,2037,2012,8,31,d100,0.508372697,0.309670829,0.618258227,0.557395326
a435,2046,2012,8,29,d100,2.565709569,1.653942589,1.025583859,1.637823466
a436,2007,2013,6,30,d100,3.439666238,1.907489153,2.810220737,3.759956763
a437,2012,2013,6,30,d100,0.873399989,0.617778707,0.655936832,0.980584312
a438,2013,2013,6,30,d100,1.051479606,1.137646322,0.730316348,0.53629761
a439,2014,2013,6,30,d100,1.21547502,0.622367863,0.742486945,1.108732596
a440,2021,2013,6,2,d100,1.346955807,0.843449536,0.210748593,1.02356836
a441,2030,2013,6,1,d100,2.662615051,0.96215271,1.329105606,0.970461121
a442,2033,2013,6,1,d100,3.447053909,1.409248352,1.37330246,0.21138382
a443,2036,2013,6,1,d100,1.140914764,1.298950043,1.190752182,0.697975006
a444,2037,2013,6,30,d100,0.816085215,0.721316156,0.584073409,0.779779118
a445,2046,2013,6,29,d100,1.336623801,1.784980137,1.992622111,1.430305322
a446,2007,2013,7,31,d100,5.157743016,4.2333712,4.647808894,6.129432166
a447,2012,2013,7,31,d100,0.581623929,0.423058207,0.429548928,1.099831506
a448,2013,2013,7,31,d100,1.362932921,1.341094317,0.723820589,0.851255925
a449,2014,2013,7,31,d100,1.185889606,0.926597702,1.257027678,1.446456812
a450,2019,2013,7,1,d100,0.855036545,0.599129486,1.989119339,1.064415741
a451,2020,2013,7,1,d100,3.338687515,2.839780426,2.389505005,3.935626602
a452,2021,2013,7,3,d100,0.956792673,1.15740593,1.81563885,0.916374218
a453,2023,2013,7,1,d100,1.242027969,2.568381042,0.848839493,1.582491608
a454,2027,2013,7,1,d100,1.206880875,0.353035278,3.419189758,2.841766663
a455,2030,2013,7,1,d100,1.730696564,1.683133011,2.266535645,2.519110565
a456,2031,2013,7,1,d100,1.087635422,0.626272583,0.821443939,0.109986877
a457,2033,2013,7,1,d100,1.50995079,1.534645233,0.334419403,0.183612671
a458,2034,2013,7,1,d100,1.328935623,2.871181488,0.575675964,0.488218307
a459,2036,2013,7,1,d100,0.94450737,1.727523575,1.152849426,1.67847229
a460,2037,2013,7,31,d100,0.707319646,0.592900561,0.818122419,0.96669835
a461,2044,2013,7,1,d100,0.270522232,0.898190613,0.563170319,1.333443756
a462,2046,2013,7,31,d100,2.378764427,1.470603064,1.045459609,1.289493741
a463,2007,2013,8,29,d100,3.372743616,1.966270862,2.123362699,2.930087094
a464,2012,2013,8,31,d100,0.541365562,0.397498406,0.397884043,0.787249871
a465,2013,2013,8,31,d100,1.027209853,0.55712634,0.623638088,0.575498758
a466,2014,2013,8,30,d100,1.347505957,0.894443237,1.094188254,1.25532576
a467,2020,2013,8,1,d100,2.786122742,2.989442291,2.789189758,3.391263428
a468,2021,2013,8,1,d100,0.59196434,0.914645767,0.028907394,0.641976929
a469,2023,2013,8,1,d100,1.151461411,2.090346146,0.552162933,1.8222435
a470,2027,2013,8,1,d100,1.208706589,0.37663147,2.123991699,1.460444183
a471,2030,2013,8,1,d100,1.483421707,2.257692719,2.28885498,2.231325531
a472,2031,2013,8,1,d100,1.366961746,2.09029129,2.117221146,1.036168365
a473,2033,2013,8,1,d100,1.348185043,2.726505737,1.369081955,1.291382294
a474,2034,2013,8,1,d100,1.749291153,2.948626251,0.988642426,2.129505844
a475,2036,2013,8,1,d100,0.094748917,1.395000992,1.302998123,1.190298615
a476,2037,2013,8,31,d100,0.602736675,0.707983023,0.967706616,0.98625794
a477,2044,2013,8,1,d100,0.298710175,1.22454422,0.798564606,2.01814621
a478,2046,2013,8,31,d100,1.087110731,0.547556019,0.422382029,0.945164293
a479,2007,2014,6,30,d100,3.457004396,2.296699148,3.055418655,3.880264887
a480,2012,2014,6,28,d100,1.035243692,0.583089207,0.39378544,1.575448562
a481,2013,2014,6,30,d100,1.279249108,0.978289803,0.996052629,0.77663664
a482,2014,2014,6,30,d100,1.039474597,0.45307098,0.492459887,0.930352083
a483,2019,2014,6,1,d100,0.623938675,0.42474472,0.063256149,0.173760529
a484,2020,2014,6,1,d100,2.370919571,2.429252014,2.230515823,2.967021332
a485,2021,2014,6,2,d100,0.959067382,1.321812286,0.432204695,1.060876891
a486,2023,2014,6,1,d100,1.108651657,1.352550049,0.269585114,1.022227783
a487,2027,2014,6,1,d100,0.571763153,0.938893433,1.952828522,0.681935425
a488,2030,2014,6,1,d100,1.263607178,1.62878624,0.443752441,1.918605957
a489,2031,2014,6,1,d100,0.641155853,0.2664534,0.313587799,0.166945114
a490,2033,2014,6,1,d100,0.73528801,0.649409637,0.212944641,0.358401642
a491,2034,2014,6,1,d100,1.751997604,1.861820831,0.068749084,1.55676712
a492,2036,2014,6,1,d100,0.117738876,0.565712128,0.476446304,1.011301193
a493,2037,2014,6,30,d100,0.626599184,0.412792298,0.542029873,1.186465206
a494,2044,2014,6,1,d100,0.036423264,0.854863586,0.507012787,1.685353699
a495,2046,2014,6,30,d100,1.160910849,0.890375097,1.625021285,1.207385595
a496,2007,2014,7,31,d100,2.842746443,1.967533434,2.327511559,3.34745421
a497,2012,2014,7,29,d100,1.052504698,0.677529568,0.644172715,1.906652538
a498,2013,2014,7,31,d100,1.35864597,1.154926125,0.85193158,0.915847617
a499,2014,2014,7,31,d100,0.9917868,0.49674046,0.673074119,1.206082449
a500,2020,2014,7,1,d100,4.073277054,3.089951096,2.804991302,4.079317627
a501,2021,2014,7,1,d100,1.587958145,1.211144257,0.802922058,1.076391983
a502,2023,2014,7,1,d100,1.393860703,2.402857666,0.63585556,0.554381256
a503,2027,2014,7,1,d100,0.576917038,0.396750793,2.429831848,1.955233917
a504,2030,2014,7,1,d100,2.223748703,1.609271545,1.233726044,2.390571136
a505,2031,2014,7,1,d100,1.88939888,0.734115906,1.027015991,0.059688263
a506,2033,2014,7,1,d100,1.196033859,0.259367371,0.134460068,1.023141479
a507,2034,2014,7,1,d100,1.780418549,2.741066132,0.762855682,0.814607773
a508,2036,2014,7,1,d100,1.550334854,1.984109802,0.491868896,1.788164063
a509,2037,2014,7,31,d100,0.63143606,0.32681378,0.712614312,1.230571001
a510,2044,2014,7,1,d100,1.207493515,1.096407623,0.52997467,2.4144561
a511,2046,2014,7,31,d100,2.102644863,1.303083235,1.017750031,1.273168553
a512,2007,2014,8,31,d100,2.556281713,3.494552574,3.649689555,3.111024739
a513,2012,2014,8,31,d100,1.184270364,1.047019543,1.115041228,1.762993358
a514,2013,2014,8,31,d100,0.945480928,0.429975963,0.483840047,0.575259973
a515,2014,2014,8,31,d100,1.220136093,0.804223647,1.037574881,1.266934672
a516,2019,2014,8,1,d100,0.867837906,0.69354248,0.007362366,1.036949158
a517,2020,2014,8,1,d100,3.729525757,2.95403595,2.707766724,3.200482559
a518,2021,2014,8,3,d100,1.661650462,1.745494807,1.864612691,1.498348736
a519,2023,2014,8,1,d100,1.21579689,1.733331146,0.267535629,0.09530777
a520,2027,2014,8,1,d100,1.943008423,1.819484711,3.296461105,3.150444031
a521,2030,2014,8,2,d100,1.568506549,1.03602575,0.684841458,1.364198776
a522,2031,2014,8,1,d100,1.41237114,0.387659531,0.95674942,0.641793747
a523,2033,2014,8,2,d100,1.425350488,0.844170152,1.779121538,0.599137205
a524,2034,2014,8,1,d100,1.0774543,1.717486115,0.030474396,0.09795639
a525,2036,2014,8,2,d100,1.582232299,0.586877006,0.578967333,0.930255981
a526,2037,2014,8,31,d100,0.663821209,0.528547374,0.988660872,1.234736028
a527,2044,2014,8,1,d100,1.412340622,1.494022827,1.087393265,2.47206543
a528,2046,2014,8,31,d100,1.54828921,0.558969117,0.79369456,1.194594422
a529,2007,2015,6,30,d100,2.460465706,2.370654809,2.132092627,2.491029908
a530,2012,2015,6,30,d100,1.041608053,0.516384777,0.475206698,1.712328916
a531,2013,2015,6,30,d100,1.313970156,1.197874603,0.822574828,0.964716883
a532,2014,2015,6,29,d100,1.159482286,0.535851689,0.624377084,1.412671428
a533,2019,2015,6,1,d100,1.97394371,2.357624054,3.086545944,2.045944214
a534,2020,2015,6,1,d100,2.270631561,0.274404297,0.319820175,1.735097656
a535,2021,2015,6,3,d100,0.520917263,0.673365416,1.495467863,0.858640204
a536,2023,2015,6,1,d100,1.129328995,0.404540329,1.014408798,0.126220016
a537,2027,2015,6,1,d100,0.437452927,0.86359848,3.801334991,2.105591431
a538,2030,2015,6,1,d100,1.376310425,0.009931488,1.225172119,0.194408493
a539,2031,2015,6,1,d100,0.067928619,1.740351028,1.50768692,2.428951569
a540,2033,2015,6,1,d100,0.624195938,0.144856567,1.956953888,1.583962555
a541,2034,2015,6,1,d100,0.477289429,0.143572083,1.752013931,0.660062561
a542,2036,2015,6,1,d100,0.216025162,0.888588715,0.576601791,0.798937607
a543,2037,2015,6,30,d100,0.969646549,0.657879096,0.56770499,1.048938468
a544,2044,2015,6,1,d100,0.502491531,0.332569656,1.27978569,0.694823685
a545,2046,2015,6,30,d100,2.03331317,1.965063304,1.93438109,1.592718143
a546,2007,2015,7,31,d100,2.787039495,2.713158193,2.703613823,2.948041077
a547,2012,2015,7,31,d100,0.492625312,0.56191047,0.610302169,1.014230374
a548,2013,2015,7,31,d100,1.318180237,1.263787491,0.855429694,1.012535705
a549,2014,2015,7,31,d100,1.022401444,0.565507093,0.72803517,1.395045313
a550,2019,2015,7,1,d100,2.529740067,2.145466537,1.971369476,1.980860443
a551,2020,2015,7,1,d100,3.717404861,2.839141388,2.13240387,3.628009338
a552,2021,2015,7,3,d100,0.911755541,0.764547892,0.573840488,0.575910783
a553,2023,2015,7,1,d100,1.0225,1.905501328,0.03130249,0.521267853
a554,2027,2015,7,1,d100,0.352180405,0.1458358,2.327104492,1.163160248
a555,2030,2015,7,1,d100,3.646285019,2.9614534,1.90285965,3.592720947
a556,2031,2015,7,1,d100,1.796871948,0.872605133,0.740860748,0.268219757
a557,2033,2015,7,1,d100,1.899211578,1.103110962,0.177356415,0.121177368
a558,2034,2015,7,1,d100,1.64654686,2.410762329,0.207511444,1.067040939
a559,2036,2015,7,1,d100,0.946202011,1.262152405,0.021603317,0.430021973
a560,2037,2015,7,31,d100,1.022625219,0.734293432,0.430892989,0.485668237
a561,2044,2015,7,1,d100,0.361386948,0.364627533,0.307030029,1.282508545
a562,2046,2015,7,31,d100,2.6866818,2.016350334,1.828501776,2.124687711
a563,2007,2015,8,24,d100,2.415303457,3.51373554,3.334135531,2.044803554
a564,2012,2015,8,31,d100,0.732141927,0.529527347,0.568698244,1.456770484
a565,2013,2015,8,31,d100,1.18127991,0.854536843,0.674409648,0.827499207
a566,2014,2015,8,31,d100,0.897687774,0.400715496,0.621160046,1.103508571
a567,2019,2015,8,1,d100,0.67882843,0.788926315,0.228812408,1.230733109
a568,2021,2015,8,3,d100,1.049204422,1.050512606,0.490364209,0.894996071
a569,2030,2015,8,1,d100,0.786038895,0.629605789,0.269262772,1.310142059
a570,2033,2015,8,1,d100,1.364465408,0.640731506,0.551349945,1.087227173
a571,2036,2015,8,1,d100,0.458639603,0.050579529,1.31335495,0.328238983
a572,2037,2015,8,31,d100,0.737340838,0.417645588,0.455450827,0.805057756
a573,2046,2015,8,31,d100,2.507994006,1.468499006,1.198054472,1.77332803
a574,2007,2016,6,30,d100,2.86942578,2.905954248,2.671349661,2.461986682
a575,2012,2016,6,30,d100,0.805884508,0.400108194,0.409710998,1.119914516
a576,2013,2016,6,30,d100,1.258189112,0.923260514,0.680179271,0.944568066
a577,2014,2016,6,30,d100,1.327066895,0.562745768,0.692295937,0.952916605
a578,2019,2016,6,2,d100,4.943551302,3.990947237,4.48975699,4.400451592
a579,2021,2016,6,3,d100,2.173352771,2.000462357,1.729539229,1.803750671
a580,2030,2016,6,1,d100,3.206660309,2.393862762,2.202202835,2.798911133
a581,2033,2016,6,1,d100,1.571607437,0.91882309,1.158355865,0.835884247
a582,2036,2016,6,1,d100,0.309751053,0.653073807,0.252170105,0.261048813
a583,2037,2016,6,27,d100,1.06619955,0.7527881,0.686431609,0.818231628
a584,2046,2016,6,30,d100,2.035561024,1.943420202,2.114181833,2.407532448
a585,2007,2016,7,31,d100,3.906791209,3.642964232,3.586132571,3.359707427
a586,2012,2016,7,31,d100,0.616912197,0.534224202,0.721263167,1.354758027
a587,2013,2016,7,31,d100,1.379716074,1.235458018,0.627142197,0.936500666
a588,2014,2016,7,31,d100,0.920775398,0.598516578,0.868058276,1.148033611
a589,2019,2016,7,1,d100,2.134157181,2.236980438,1.966810226,2.551876068
a590,2020,2016,7,1,d100,3.148282242,2.871951294,2.835959625,3.428675842
a591,2021,2016,7,3,d100,1.372753069,1.158398227,1.139386928,0.993156547
a592,2023,2016,7,1,d100,1.681240387,2.294748611,1.298620529,1.132894821
a593,2027,2016,7,1,d100,0.438444214,0.029203339,2.179182129,1.386510925
a594,2030,2016,7,1,d100,2.609554977,2.048695297,1.702116699,2.782807083
a595,2031,2016,7,1,d100,1.456981277,0.522391891,1.501397705,0.090473557
a596,2033,2016,7,1,d100,2.410327225,1.121472626,0.313109665,0.275195389
a597,2034,2016,7,1,d100,1.4401194,2.215361252,0.900189056,0.846968307
a598,2036,2016,7,1,d100,1.29090065,1.404305878,0.49525589,1.46828598
a599,2037,2016,7,30,d100,0.784656428,0.586660127,0.972115272,0.865997665
a600,2040,2016,7,1,d100,2.892348633,1.845836029,3.038880692,4.564080582
a601,2044,2016,7,1,d100,1.39729538,1.629042053,1.677734756,2.57792511
a602,2046,2016,7,31,d100,2.828085422,2.250078022,1.405624756,1.845954136
a603,2007,2016,8,31,d100,1.742682198,1.759293293,1.692885494,2.219854886
a604,2012,2016,8,31,d100,0.490831296,0.390377027,0.463895894,0.98682139
a605,2013,2016,8,31,d100,1.733949946,1.363434611,0.653704052,0.847406206
a606,2014,2016,8,31,d100,0.658222881,0.455138295,0.587898587,0.799151975
a607,2019,2016,8,1,d100,0.800057068,0.861878052,0.730126038,1.351637497
a608,2020,2016,8,1,d100,2.230081253,2.165935211,2.075002365,2.346118622
a609,2021,2016,8,3,d100,1.163078459,0.867459667,0.720564651,1.249851775
a610,2023,2016,8,1,d100,0.947357254,1.485513763,0.061017914,0.412612839
a611,2027,2016,8,1,d100,1.379381714,0.831459579,3.1928125,2.8160215
a612,2030,2016,8,2,d100,1.310437486,1.385587692,0.976385842,1.512170078
a613,2031,2016,8,2,d100,3.331659845,3.540905315,3.116336289,4.239627744
a614,2033,2016,8,3,d100,1.606769368,2.106443661,2.3206892,2.582467672
a615,2034,2016,8,1,d100,0.224195709,1.248407593,0.691552887,0.924632797
a616,2035,2016,8,1,d100,4.29502037,4.673314362,6.278779297,5.812909393
a617,2036,2016,8,2,d100,0.441910889,0.52166586,1.462599977,0.724042923
a618,2037,2016,8,31,d100,1.106424216,0.774552032,0.535046876,0.648254667
a619,2040,2016,8,2,d100,3.084654713,1.904512275,3.342125483,4.532568018
a620,2044,2016,8,1,d100,0.636158905,0.758397064,0.159951172,1.051781616
a621,2046,2016,8,31,d100,3.381342909,2.277928075,1.734137811,2.182012913
